322077,26156875.0
322169,17058420.0
322206,212594423.0
322290,2056819.0
322369,1150246.0
322507,1477354.0
322546,9665749.0
322610,40252230.0
322814,27903836.0
322988,4758747.0
323472,943250.0
323537,3753456.0
323549,370083.0
323686,340853.0
323761,4711720.0
323771,415986.0
323798,16347087.0
323801,16535525.0
323805,46750754.0
323839,9528879.0
323962,1466428.0
323966,12758789.0
324023,1212796.0
324164,86052047.0
324187,13357268.0
324202,603069.0
324227,14744475.0
324237,3390636.0
324335,2579583.0
324348,1323977.0
324354,846000.0
324447,3974099.0
324449,21084.0
324577,89.0
324630,1449891.0
324641,21343.0
324763,37819.0
324831,83097.0
324832,18505117.0
324846,511471.0
324946,358221.0
324948,1139658.0
324958,4860838.0
324961,7879181.0
325163,772824.0
325171,2846640.0
325224,606263.0
325236,888125.0
325257,5695004.0
325286,2738832.0
325294,37596.0
325342,40179383.0
325541,6051736.0
325605,2348062.0
325665,929431.0
325690,10174083.0
325737,5306794.0
325781,1224377.0
325782,1228548.0
325812,338921.0
325859,210925.0
325901,205970722.0
325961,2943173.0
325966,9977739.0
326012,598730.0
326150,576975.0
326151,762673.0
326154,574892.0
326208,111551495.0
326731,1813622.0
326817,70679791.0
326819,259491.0
327000,709578.0
327034,1576124.0
327036,859858.0
327101,10883484.0
327115,1246690.0
327139,46499581.0
327165,1202976.0
327206,1461400.0
327303,403861.0
327306,403112.0
327330,1149018.0
327331,63272599.0
327340,2581981.0
327345,2581341.0
327347,51186246.0
327350,42790802.0
327358,3357664.0
327364,1198970.0
327383,14127.0
327395,3514011.0
327443,1341674.0
327459,555492.0
327461,4595305.0
327464,1438421.0
327479,1832538.0
327482,625787.0
327484,464199.0
327497,605131.0
327502,921899.0
327543,1545423.0
327562,12000576.0
327563,1705115.0
327587,1600071.0
327604,2916990.0
327731,1712583.0
327735,3284352.0
327748,43652569.0
327762,264817.0
327818,3194902.0
327932,12980200.0
328156,122144401.0
328191,2958115.0
328277,596627.0
328299,1240678.0
328470,2682410.0
328480,507745.0
328496,252820.0
328598,3802742.0
328619,140363.0
328668,160114.0
328821,5115630.0
328842,35556.0
329065,384261.0
329077,462613.0
329100,702783.0
329118,2158188.0
329130,890098.0
329146,90316.0
329147,27349682.0
329171,429558.0
329179,3536856.0
329180,3536587.0
329212,124080288.0
329237,15520018.0
329278,195143.0
329281,33690763.0
329314,1938370.0
329321,299783.0
329337,914308.0
329343,2679232.0
329367,3904672.0
329372,1044114.0
329380,1990676.0
329381,233822.0
329402,3416460.0
329488,1856114.0
329507,3113849.0
329534,80837813.0
329601,8406014.0
329605,278839.0
329634,2360001.0
329657,4442326.0
329711,8868353.0
329713,1447622.0
329715,15861760.0
329724,13916964.0
329733,2891723.0
329738,1258842.0
329741,64040572.0
329743,1325324.0
329750,1609195.0
329761,121454.0
329779,3042748.0
329792,1162893.0
329795,174673.0
329797,174242.0
329804,1670041.0
329842,37342284.0
329892,113095.0
329907,17700.0
329949,25227485.0
329956,2444.0
329964,31402976.0
330013,209136.0
330023,1007692.0
330024,1509912.0
330061,542143.0
330063,2936321.0
330075,334245.0
330076,1490433.0
330125,847672.0
330126,1015401.0
330130,398431.0
330131,398291.0
330137,1592541.0
330138,59750246.0
330147,377225.0
330148,484755.0
330153,2886717.0
330165,1307601.0
330201,1392805.0
330206,26772541.0
330217,1436402.0
330220,119015.0
330227,1336350.0
330238,1049282.0
330260,1322904.0
330261,1321644.0
330263,1648420.0
330288,2072494.0
330332,2596931.0
330393,271329.0
330464,3497.0
330465,106293.0
330489,9877.0
330524,682901.0
330533,2297700.0
330567,1158974.0
330578,37847532.0
330595,1066095.0
330697,1043733.0
330784,2293.0
330802,45403.0
